,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
95963,36,Completed,0.25259,0.2148,C,Baby&Adoption,TX,Administrative Assistant,Employed,"$25,000-49,999",2825.0,15000,2012-06-13,568.83,2012
95966,36,Completed,0.10375,0.0829,A,Debt Consolidation,CT,Computer Programmer,Employed,"$100,000+",9500.0,4500,2011-05-23,141.62,2011
95968,36,Completed,0.1322,0.111,A,Debt Consolidation,CA,Teacher,Employed,"$75,000-99,999",6250.0,6000,2011-10-28,196.72,2011
95974,36,Completed,0.16157,0.14,C,Other,CA,Other,Full-time,"$50,000-74,999",5833.333333,2000,2010-07-30,68.36,2010
95976,60,Completed,0.29464,0.2684,D,Debt Consolidation,VA,Other,Other,"$1-24,999",1833.333333,15000,2012-09-13,456.6,2012
95988,36,Completed,0.31308,0.2775,D,Other,WA,Administrative Assistant,Employed,"$25,000-49,999",2627.0,5500,2011-01-14,226.76,2011
95989,60,non-remittance,0.27462,0.2489,C,Debt Consolidation,OH,Professional,Employed,"$75,000-99,999",6250.0,4000,2012-06-08,117.15,2012
95992,36,Completed,0.26681,0.2287,D,Debt Consolidation,CT,Nurse (RN),Employed,"$75,000-99,999",7250.0,12000,2012-06-21,463.7,2012
95995,36,Completed,0.34731,0.3073,E,Debt Consolidation,NY,Other,Employed,"$100,000+",9583.333333,3000,2012-01-06,128.56,2012
95998,60,Completed,0.20358,0.1845,B,Debt Consolidation,CA,Engineer - Mechanical,Employed,"$50,000-74,999",6000.0,5000,2012-01-25,128.19,2012
96008,36,non-remittance,0.12916,0.108,A,Business,CA,Engineer - Mechanical,Full-time,"$50,000-74,999",5416.666667,5000,2010-10-29,163.22,2010
96019,36,non-remittance,0.26395,0.2259,D,Medical/Dental,VA,Professional,Employed,"$50,000-74,999",5000.0,2000,2012-08-22,76.99,2012
96024,36,Completed,0.10993,0.089,A,Other,KS,Other,Other,"$1-24,999",1916.666667,2000,2011-04-07,63.51,2011
96028,36,Completed,0.32576,0.2899,E,Business,FL,Accountant/CPA,Self-employed,"$50,000-74,999",5000.0,5000,2011-05-18,209.5,2011
96029,36,Completed,0.09736,0.0839,AA,Debt Consolidation,DC,Other,Employed,"$25,000-49,999",2916.666667,2800,2012-12-04,88.25,2012
96032,36,Completed,0.20969,0.185,C,Other,IL,Nurse (RN),Full-time,"$100,000+",10000.0,1500,2010-06-15,0.0,2010
96034,12,Completed,0.3584,0.2576,E,Debt Consolidation,CA,Other,Self-employed,"$100,000+",9166.666667,4000,2012-01-05,381.65,2012
96042,60,non-remittance,0.32989,0.3027,D,Debt Consolidation,CA,Accountant/CPA,Employed,"$50,000-74,999",4571.666667,10000,2012-01-17,325.19,2012
96043,60,non-remittance,0.35838,0.3304,E,Debt Consolidation,AR,Other,Other,"$1-24,999",985.0,4000,2012-04-25,136.98,2012
96045,36,Completed,0.15324,0.1249,A,Debt Consolidation,NY,Professional,Employed,"$25,000-49,999",3333.333333,5000,2013-07-30,167.24,2013
96046,36,Completed,0.30532,0.2699,D,Business,DC,Attorney,Self-employed,"$75,000-99,999",8166.666667,10000,2011-09-13,408.2,2011
96047,36,non-remittance,0.33286,0.2932,E,Debt Consolidation,AL,Professional,Employed,"$75,000-99,999",7916.666667,4000,2012-12-11,168.32,2012
96048,60,non-remittance,0.31848,0.2916,E,Other,FL,Other,Employed,"$50,000-74,999",5416.666667,4000,2013-03-04,127.36,2013
96052,36,Completed,0.31053,0.275,D,Other,CA,Accountant/CPA,Employed,"$100,000+",10000.0,5000,2010-12-03,205.47,2010
96059,36,Completed,0.31053,0.275,D,Debt Consolidation,IN,Scientist,Employed,"$50,000-74,999",4166.666667,4500,2010-09-29,184.92,2010
96062,36,non-remittance,0.25836,0.2355,C,Business,CO,Computer Programmer,Full-time,"$50,000-74,999",5375.0,15000,2009-10-21,584.95,2009
96070,36,non-remittance,0.33332,0.3,D,Debt Consolidation,WI,Food Service,Full-time,"$25,000-49,999",2825.0,1200,2009-12-09,50.94,2009
96079,60,non-remittance,0.20705,0.183,B,Debt Consolidation,TN,Nurse (RN),Full-time,"$50,000-74,999",5000.0,8000,2012-05-21,204.46,2012
96082,36,non-remittance,0.22872,0.1949,C,Other,CT,Skilled Labor,Employed,"$75,000-99,999",6250.0,2000,2011-04-11,73.81,2011
96083,36,Completed,0.18986,0.1609,B,Auto,CO,Social Worker,Employed,"$25,000-49,999",3791.666667,3000,2011-12-07,105.6,2011
96084,36,Completed,0.22135,0.199,C,Debt Consolidation,NY,Architect,Full-time,"$50,000-74,999",4333.333333,4000,2010-06-18,148.45,2010
96085,36,Completed,0.17322,0.1515,B,Debt Consolidation,MI,Sales - Retail,Employed,"$25,000-49,999",2500.0,4000,2010-08-26,138.96,2010
96087,36,Completed,0.27285,0.2346,D,Debt Consolidation,VA,Analyst,Employed,"$25,000-49,999",3214.583333,5000,2012-10-30,194.75,2012
96090,36,Completed,0.19546,0.1664,B,Debt Consolidation,CA,Clerical,Employed,"$25,000-49,999",4000.0,5000,2011-11-29,177.37,2011
96096,36,Completed,0.35797,0.3177,HR,Debt Consolidation,CT,Professional,Employed,"$75,000-99,999",6583.333333,4000,2012-09-19,173.71,2012
96097,60,non-remittance,0.27246,0.2468,C,Debt Consolidation,MN,Professional,Employed,"$75,000-99,999",7500.0,9000,2012-03-29,262.48,2012
96099,36,Completed,0.17359,0.1449,B,Debt Consolidation,CA,Administrative Assistant,Employed,"$25,000-49,999",2916.666667,2000,2012-03-23,68.83,2012
96112,60,Completed,0.27246,0.2468,C,Debt Consolidation,LA,Professional,Employed,"$1-24,999",2073.083333,15000,2012-02-21,437.46,2012
96114,36,non-remittance,0.13524,0.114,A,Other,MN,Other,Full-time,"$25,000-49,999",3083.333333,8000,2009-11-30,263.43,2009
96123,36,Completed,0.10436,0.0835,A,Business,CA,Professional,Full-time,"$75,000-99,999",7458.333333,4700,2010-01-07,44.68,2010
96124,36,non-remittance,0.14358,0.1154,A,Debt Consolidation,VT,Other,Employed,"$25,000-49,999",2500.0,6500,2012-01-10,214.47,2012
96130,36,non-remittance,0.17322,0.1515,B,Other,CA,Computer Programmer,Employed,"$75,000-99,999",6250.0,3000,2010-10-04,104.22,2010
96133,36,Completed,0.23898,0.2015,C,Debt Consolidation,NC,Executive,Employed,"$75,000-99,999",8000.0,7000,2013-11-15,260.68,2013
96135,36,Completed,0.17754,0.1414,B,Other,PA,Professional,Full-time,"$75,000-99,999",6583.333333,6600,2012-08-15,226.02,2012
96141,36,Completed,0.38058,0.3435,E,Debt Consolidation,VA,Executive,Employed,"$50,000-74,999",4833.333333,2000,2010-10-29,89.74,2010
96143,36,non-remittance,0.33665,0.2969,E,Debt Consolidation,VA,Administrative Assistant,Employed,"$100,000+",8416.666667,3000,2012-08-14,126.85,2012
96158,36,Completed,0.33286,0.2932,E,Debt Consolidation,TX,Teacher,Employed,"$75,000-99,999",7333.333333,4000,2013-05-15,168.32,2013
96160,60,Completed,0.23318,0.2085,B,Home Improvement,OR,Investor,Self-employed,"$75,000-99,999",6666.666667,13000,2012-05-09,350.6,2012
96166,60,Completed,0.35838,0.3304,E,Home Improvement,PA,Computer Programmer,Employed,"$50,000-74,999",4166.666667,4000,2012-07-13,136.98,2012
96169,36,Completed,0.16147,0.1399,B,Other,OR,Police Officer/Correction Officer,Employed,"$100,000+",10000.0,3000,2011-03-22,102.52,2011
96174,36,Completed,0.3509,0.3108,E,Business,PA,Other,Employed,"$25,000-49,999",3206.666667,7500,2011-12-07,322.84,2011
96175,60,non-remittance,0.13248,0.119,A,Other,CT,Retail Management,Employed,"$50,000-74,999",6000.0,15000,2011-03-25,332.91,2011
96177,36,Completed,0.11766,0.0899,A,Debt Consolidation,CA,Police Officer/Correction Officer,Employed,"$100,000+",10833.333333,14000,2012-02-27,445.13,2012
96179,36,Completed,0.36438,0.34,D,Debt Consolidation,WI,Nurse (RN),Full-time,"$50,000-74,999",5416.666667,11000,2009-10-01,386.75,2009
96180,36,non-remittance,0.35797,0.3177,HR,Other,WA,Skilled Labor,Employed,"$25,000-49,999",3083.333333,4000,2012-03-30,173.71,2012
96182,36,Completed,0.11848,0.115,AA,Debt Consolidation,FL,Sales - Retail,Full-time,"$50,000-74,999",5416.666667,15000,2009-10-28,494.64,2009
96194,36,Completed,0.24246,0.2049,C,Taxes,TX,Analyst,Employed,"$25,000-49,999",4058.333333,9000,2012-03-09,336.72,2012
96196,36,non-remittance,0.11296,0.092,A,Debt Consolidation,TX,Professional,Self-employed,"$50,000-74,999",5916.666667,5600,2010-04-08,178.6,2010
96200,36,Completed,0.124,0.1029,A,Debt Consolidation,NY,Tradesman - Electrician,Full-time,"$50,000-74,999",5000.0,8500,2011-07-06,275.43,2011
96201,36,Completed,0.35797,0.3177,HR,Large Purchases,NY,Other,Employed,"$50,000-74,999",4333.333333,4000,2012-02-14,173.71,2012
96203,60,non-remittance,0.31375,0.287,D,Debt Consolidation,MA,Engineer - Mechanical,Employed,"$50,000-74,999",4583.333333,15000,2012-03-26,473.39,2012
96206,36,Completed,0.3179,0.2786,E,Wedding Loans,WV,Sales - Commission,Employed,"$50,000-74,999",5000.0,4000,2013-06-18,165.15,2013
96211,60,non-remittance,0.35838,0.3304,E,Debt Consolidation,IL,Other,Not employed,Not employed,0.0,4000,2012-03-26,136.98,2012
96218,36,Completed,0.38058,0.3435,E,Debt Consolidation,NY,Other,Employed,"$25,000-49,999",3333.333333,7500,2010-11-22,336.52,2010
96222,36,Completed,0.13271,0.1115,A,Business,CA,Other,Employed,"$100,000+",10000.0,15000,2010-09-21,492.15,2010
96225,36,non-remittance,0.29486,0.2561,D,Business,OR,Executive,Self-employed,"$100,000+",9166.666667,5000,2011-12-07,200.42,2011
96235,36,Completed,0.16157,0.14,B,Debt Consolidation,TX,Engineer - Mechanical,Full-time,"$50,000-74,999",4666.666667,5500,2010-03-15,187.98,2010
96237,36,Completed,0.30258,0.2791,C,Other,CA,Truck Driver,Full-time,"$50,000-74,999",4250.0,1775,2010-05-07,73.33,2010
96251,36,Completed,0.16107,0.1395,B,Debt Consolidation,AR,Other,Full-time,"$50,000-74,999",4416.666667,9600,2009-08-19,327.87,2009
96254,36,non-remittance,0.35643,0.3199,E,Home Improvement,MI,Other,Other,"$1-24,999",219.25,3200,2011-09-23,139.36,2011
96256,60,Completed,0.09205,0.0899,AA,Home Improvement,VA,Engineer - Mechanical,Full-time,"$100,000+",9166.666667,8000,2011-05-19,166.03,2011
96257,36,Completed,0.19108,0.1621,B,Auto,VA,Other,Employed,"$25,000-49,999",3333.333333,8500,2011-12-28,299.72,2011
96268,12,Completed,0.17878,0.1215,B,Home Improvement,CA,Professional,Employed,"$100,000+",20000.0,24000,2012-07-31,2134.06,2012
96281,36,Completed,0.26149,0.2235,D,Other,NY,Professional,Employed,"$75,000-99,999",7166.666667,4000,2014-01-22,153.49,2014
96282,36,Completed,0.16147,0.1399,B,Debt Consolidation,NE,Tradesman - Mechanic,Employed,"$50,000-74,999",4333.333333,15000,2011-04-07,512.59,2011
96283,36,Completed,0.30532,0.2699,D,Other,CA,Teacher,Full-time,"$75,000-99,999",6250.0,10000,2011-10-07,408.2,2011
96289,36,Completed,0.28851,0.2499,D,Debt Consolidation,TX,Other,Employed,"$50,000-74,999",4383.333333,7000,2012-06-11,278.28,2012
96296,36,Completed,0.33553,0.2958,E,Other,AL,Other,Employed,"$75,000-99,999",6250.0,2500,2012-06-20,105.55,2012
96299,12,Completed,0.35843,0.2669,E,Other,NC,Other,Other,"$50,000-74,999",5833.333333,2000,2011-08-26,191.73,2011
96302,36,Completed,0.17192,0.1359,B,Debt Consolidation,FL,Engineer - Mechanical,Employed,"$75,000-99,999",7500.0,5000,2013-08-01,169.89,2013
96306,36,non-remittance,0.25494,0.2171,C,Business,MO,Other,Employed,"$25,000-49,999",3833.333333,3500,2011-12-12,133.14,2011
96312,36,Completed,0.28339,0.2449,D,Other,GA,Military Enlisted,Employed,"$75,000-99,999",6250.0,8000,2012-07-30,315.92,2012
96314,36,non-remittance,0.2951,0.2599,D,Debt Consolidation,FL,Tradesman - Mechanic,Employed,"$25,000-49,999",4160.0,3500,2011-05-25,141.0,2011
96315,36,Completed,0.37822,0.3412,E,Debt Consolidation,TX,Professional,Employed,"$50,000-74,999",5891.583333,3200,2010-09-10,135.71,2010
96320,36,Completed,0.09333,0.0899,AA,Other,IL,Other,Employed,"$50,000-74,999",5833.333333,4800,2011-08-23,152.62,2011
96329,36,non-remittance,0.32576,0.2899,E,Debt Consolidation,TX,Sales - Commission,Full-time,"$50,000-74,999",4316.666667,7500,2011-05-26,314.25,2011
96332,36,non-remittance,0.39153,0.35,HR,Debt Consolidation,VA,Other,Full-time,"$50,000-74,999",4333.333333,1000,2009-12-29,45.24,2009
96335,36,Completed,0.33636,0.3124,D,Debt Consolidation,SC,Professional,Full-time,"$75,000-99,999",7500.0,7800,2010-01-25,336.44,2010
96337,60,Completed,0.20358,0.1845,B,Home Improvement,CT,Nurse (RN),Employed,"$100,000+",12500.0,4800,2012-01-23,123.07,2012
96341,12,Completed,0.3104,0.2199,D,Business,OH,Sales - Commission,Full-time,"$25,000-49,999",2666.666667,2000,2011-05-31,187.18,2011
96349,36,Completed,0.35797,0.3177,HR,Vacation,VA,Clerical,Employed,"$25,000-49,999",2714.0,4000,2012-02-29,173.71,2012
96351,36,Completed,0.16627,0.13,D,Other,LA,Retail Management,Full-time,"$25,000-49,999",2416.666667,1000,2009-11-18,33.69,2009
96360,12,Completed,0.26443,0.1749,C,Auto,TX,Clerical,Employed,"$50,000-74,999",4958.333333,2000,2011-08-26,182.87,2011
96363,36,Completed,0.28339,0.2449,D,Taxes,WA,Medical Technician,Employed,"$100,000+",13870.833333,4000,2012-10-04,157.96,2012
96367,36,non-remittance,0.20462,0.1679,B,Household Expenses,OH,Other,Employed,"$50,000-74,999",5750.0,4000,2012-10-31,142.19,2012
96368,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,GA,Realtor,Self-employed,"$50,000-74,999",4833.333333,3000,2012-07-25,130.28,2012
96369,36,Completed,0.30532,0.2699,D,Business,IL,Attorney,Employed,"$100,000+",8333.333333,5000,2011-09-15,204.1,2011
96376,36,non-remittance,0.31308,0.2775,D,Debt Consolidation,OH,Other,Full-time,"$50,000-74,999",5166.666667,7500,2010-12-16,309.21,2010
96377,60,Completed,0.15784,0.1396,A,Wedding Loans,NY,Skilled Labor,Employed,"$50,000-74,999",4166.666667,5000,2012-02-14,116.24,2012
96381,36,Completed,0.35132,0.3149,E,Debt Consolidation,CT,Police Officer/Correction Officer,Employed,"$75,000-99,999",6916.666667,5000,2011-10-28,216.36,2011
96386,36,Completed,0.15324,0.1249,A,Debt Consolidation,OH,Computer Programmer,Employed,"$100,000+",8500.0,9500,2013-10-01,317.76,2013
96390,36,Completed,0.35797,0.3177,HR,Medical/Dental,CA,Medical Technician,Employed,"$50,000-74,999",5833.333333,4000,2012-06-12,173.71,2012
96399,36,Completed,0.25486,0.2205,C,Home Improvement,MN,Other,Employed,"$75,000-99,999",7500.0,4000,2011-10-31,152.87,2011
96404,36,Completed,0.39153,0.35,C,Debt Consolidation,MN,Retail Management,Full-time,"$100,000+",8500.0,1000,2009-08-05,45.24,2009
96405,36,Completed,0.23383,0.1999,C,Other,FL,Professional,Employed,"$25,000-49,999",2795.583333,7500,2011-02-23,278.69,2011
96406,36,Completed,0.28851,0.2499,D,Auto,CA,Teacher,Employed,"$75,000-99,999",7916.666667,4000,2012-05-03,159.02,2012
96409,36,Completed,0.19921,0.1626,B,Debt Consolidation,NJ,Engineer - Electrical,Employed,"$75,000-99,999",7500.0,15000,2012-07-13,529.28,2012
96413,36,Completed,0.24758,0.2099,C,Engagement Ring,FL,Construction,Employed,"$25,000-49,999",2083.333333,2000,2012-07-24,75.34,2012
96420,36,non-remittance,0.28032,0.2419,D,Debt Consolidation,MN,Laborer,Employed,"$50,000-74,999",5833.333333,7000,2013-03-27,275.33,2013
96425,36,Completed,0.09794,0.0945,AA,Home Improvement,GA,Computer Programmer,Full-time,"$100,000+",9416.666667,25000,2010-01-15,800.24,2010
96445,36,Completed,0.10846,0.105,AA,Business,CA,Engineer - Mechanical,Full-time,"$75,000-99,999",6250.0,8000,2009-10-28,260.02,2009
96448,12,Completed,0.31368,0.2343,E,Debt Consolidation,NC,Other,Not employed,Not employed,0.0,4000,2012-05-04,377.14,2012
96456,12,Completed,0.25214,0.1739,D,Business,CO,Accountant/CPA,Employed,"$25,000-49,999",3473.583333,15000,2012-10-04,1370.85,2012
96461,36,Completed,0.11519,0.0942,A,Auto,UT,Medical Technician,Full-time,"$50,000-74,999",5000.0,5000,2009-07-29,159.98,2009
96464,36,Completed,0.22135,0.199,C,Debt Consolidation,NH,Sales - Commission,Full-time,"$50,000-74,999",4166.666667,6500,2010-03-29,241.23,2010
96465,36,Completed,0.27467,0.2399,D,Debt Consolidation,OR,Administrative Assistant,Full-time,"$25,000-49,999",2666.666667,6100,2011-06-14,239.29,2011
96466,36,non-remittance,0.35797,0.3177,HR,Other,NH,Other,Self-employed,"$1-24,999",1833.333333,4000,2012-08-27,173.71,2012
96469,36,Completed,0.26516,0.2267,C,Other,FL,Teacher,Full-time,"$25,000-49,999",4083.333333,1000,2010-07-08,38.54,2010
96471,60,Completed,0.28386,0.2579,D,Debt Consolidation,CT,Professional,Employed,"$50,000-74,999",5000.0,10000,2013-04-18,298.16,2013
96473,36,Completed,0.17069,0.149,B,Debt Consolidation,NC,Sales - Commission,Employed,"$25,000-49,999",3333.333333,8800,2010-11-30,304.62,2010
96474,36,Completed,0.35643,0.3199,E,Debt Consolidation,TX,Other,Employed,"$50,000-74,999",4551.666667,6500,2011-07-19,283.07,2011
96475,60,Completed,0.22601,0.2015,C,Debt Consolidation,WI,Other,Employed,"$25,000-49,999",4125.0,15000,2013-09-16,398.66,2013
96482,36,Completed,0.37453,0.35,HR,Business,TX,Professional,Full-time,"$100,000+",8333.333333,3000,2010-07-08,135.71,2010
96486,36,Completed,0.08792,0.0845,AA,Debt Consolidation,NE,Other,Full-time,"$25,000-49,999",2814.916667,10000,2010-01-29,315.44,2010
96494,36,Completed,0.24246,0.2049,C,Other,IN,Administrative Assistant,Employed,"$25,000-49,999",2916.666667,3200,2012-02-29,119.72,2012
96496,36,Completed,0.17192,0.1359,B,Debt Consolidation,TX,Postal Service,Employed,"$50,000-74,999",4709.0,10000,2013-08-13,339.79,2013
96497,36,Completed,0.33553,0.2958,E,Medical/Dental,FL,Other,Employed,"$25,000-49,999",2666.666667,2000,2012-02-23,84.44,2012
96499,12,Completed,0.23422,0.1563,C,Other,KY,Skilled Labor,Employed,"$25,000-49,999",3077.333333,3000,2012-12-04,271.67,2012
96502,36,Completed,0.37955,0.35,E,Debt Consolidation,NH,Computer Programmer,Full-time,"$75,000-99,999",7000.0,1390,2009-10-20,62.88,2009
96503,36,Completed,0.29588,0.2725,D,Business,OH,Other,Full-time,"$100,000+",10000.0,5000,2010-05-28,204.8,2010
96504,36,Completed,0.27467,0.2399,D,Debt Consolidation,CA,Engineer - Electrical,Full-time,"$50,000-74,999",5333.333333,2525,2011-08-22,99.05,2011
96506,36,Completed,0.35356,0.3134,HR,Other,IL,Other,Not employed,Not employed,0.0,3000,2013-02-13,129.57,2013
96516,36,Completed,0.16157,0.14,B,Debt Consolidation,CA,Other,Retired,"$25,000-49,999",2756.0,4600,2010-03-29,77.38,2010
96524,36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,CA,Accountant/CPA,Employed,"$50,000-74,999",4305.0,2000,2011-06-30,87.1,2011
96529,36,Completed,0.30532,0.2699,D,Debt Consolidation,CA,Pilot - Private/Commercial,Employed,"$100,000+",9166.666667,7500,2011-01-28,306.15,2011
96530,36,Completed,0.22135,0.199,C,Debt Consolidation,OR,Accountant/CPA,Full-time,"$25,000-49,999",3735.333333,3000,2010-05-14,111.34,2010
96531,36,Completed,0.28584,0.26,D,Debt Consolidation,AL,Teacher,Full-time,"$50,000-74,999",4666.666667,1500,2010-01-27,60.44,2010
96532,36,Completed,0.21434,0.1774,C,Other,MO,Police Officer/Correction Officer,Employed,"$50,000-74,999",4583.333333,3000,2012-12-10,108.07,2012
96538,60,Completed,0.17849,0.1551,A,Debt Consolidation,OH,Engineer - Electrical,Employed,"$75,000-99,999",6250.0,20000,2012-05-11,481.17,2012
96541,36,Completed,0.35797,0.3177,HR,Engagement Ring,TX,Other,Employed,"$75,000-99,999",6666.666667,4000,2012-03-30,173.71,2012
96542,36,non-remittance,0.18671,0.15,C,Student Use,FL,Analyst,Self-employed,"$100,000+",11000.0,1000,2010-02-23,34.67,2010
96545,60,Completed,0.30697,0.2804,D,Home Improvement,MN,Nurse (RN),Employed,"$100,000+",8333.333333,9000,2012-09-04,280.44,2012
96551,36,non-remittance,0.30532,0.2699,D,Other,CT,Professional,Employed,"$25,000-49,999",2875.0,3500,2011-08-31,142.87,2011
96557,36,Completed,0.25424,0.2199,D,Home Improvement,WI,Police Officer/Correction Officer,Employed,"$50,000-74,999",4750.0,2500,2011-05-04,95.46,2011
96561,36,Completed,0.12528,0.0974,A,Home Improvement,TX,Sales - Commission,Employed,"$100,000+",12500.0,10000,2012-10-09,321.45,2012
96581,36,non-remittance,0.34887,0.3125,HR,Debt Consolidation,NJ,Other,Employed,"$25,000-49,999",2500.0,3000,2011-07-29,129.42,2011
96585,36,Completed,0.38058,0.3435,E,Debt Consolidation,CA,Other,Employed,"$50,000-74,999",5416.666667,5000,2010-10-27,224.34,2010
96586,36,non-remittance,0.35132,0.3149,E,Other,HI,Food Service Management,Employed,"$25,000-49,999",3000.0,5500,2011-11-21,237.99,2011
96588,36,Completed,0.14608,0.1247,A,Other,FL,Other,Full-time,"$50,000-74,999",5022.583333,2500,2009-11-20,68.75,2009
96593,12,Completed,0.18838,0.1113,B,Home Improvement,IL,Clerical,Employed,"$25,000-49,999",3333.333333,2000,2011-12-19,176.88,2011
96594,36,Completed,0.16005,0.1385,B,Debt Consolidation,IL,Computer Programmer,Self-employed,"$50,000-74,999",4666.666667,2900,2010-05-24,98.9,2010
96599,60,Completed,0.26528,0.2398,C,Household Expenses,NY,Other,Self-employed,"$1-24,999",1666.666667,5000,2012-11-08,143.78,2012
96607,36,Completed,0.22287,0.2005,C,Debt Consolidation,CA,Retail Management,Full-time,"$50,000-74,999",5250.0,4000,2010-01-28,148.76,2010
96610,36,Completed,0.37853,0.3415,D,Other,MI,Police Officer/Correction Officer,Employed,"$75,000-99,999",7333.333333,8000,2010-09-21,358.05,2010
96614,36,Completed,0.35643,0.3199,HR,Debt Consolidation,ID,Other,Employed,"$1-24,999",2000.0,3000,2011-08-10,130.65,2011
96618,36,Completed,0.38723,0.35,HR,Debt Consolidation,CA,Retail Management,Full-time,"$50,000-74,999",4675.0,5000,2010-12-08,226.18,2010
96620,36,Completed,0.25424,0.2199,D,Home Improvement,IN,Analyst,Employed,"$75,000-99,999",6250.0,7000,2011-03-10,267.3,2011
96621,60,Completed,0.20358,0.1845,B,Home Improvement,GA,Engineer - Mechanical,Full-time,"$50,000-74,999",4166.666667,15000,2012-02-28,384.58,2012
96629,36,Completed,0.14409,0.1159,A,Auto,PA,Clerical,Employed,"$25,000-49,999",2541.666667,4200,2013-09-30,138.68,2013
96637,36,Completed,0.10993,0.089,A,Debt Consolidation,NC,Computer Programmer,Employed,"$50,000-74,999",5180.5,10445,2011-04-06,331.66,2011
96644,36,non-remittance,0.11296,0.092,A,Debt Consolidation,TX,Executive,Full-time,"$75,000-99,999",8250.0,5000,2010-04-09,159.46,2010
96646,36,Completed,0.2951,0.2599,D,Other,VA,Skilled Labor,Employed,"$25,000-49,999",3333.333333,4500,2011-03-29,181.28,2011
96650,36,Completed,0.17322,0.1515,B,Debt Consolidation,CA,Police Officer/Correction Officer,Full-time,"$50,000-74,999",4166.666667,6000,2010-10-13,208.43,2010
96654,36,Completed,0.227,0.1894,C,Other,NJ,Other,Full-time,"$25,000-49,999",3408.333333,1000,2010-02-04,36.63,2010
96657,60,Completed,0.13084,0.1085,AA,Other,FL,Postal Service,Employed,"$50,000-74,999",5416.666667,8000,2012-06-05,173.34,2012
96668,36,non-remittance,0.26528,0.2272,D,Debt Consolidation,NV,Executive,Employed,"$100,000+",9634.333333,5500,2012-10-23,212.1,2012
96670,36,Completed,0.35797,0.3177,HR,Debt Consolidation,AZ,Sales - Commission,Employed,"$25,000-49,999",2737.25,3500,2012-08-09,151.99,2012
96671,12,Completed,0.18526,0.1279,B,Business,DC,Analyst,Employed,"$75,000-99,999",7333.333333,4500,2012-11-28,401.48,2012
96676,36,Completed,0.38723,0.35,HR,Debt Consolidation,UT,Sales - Retail,Employed,"$50,000-74,999",5833.333333,3000,2010-12-16,135.71,2010
96681,60,Completed,0.20358,0.1845,B,Debt Consolidation,MN,Construction,Employed,"$50,000-74,999",5000.0,7000,2012-02-16,179.47,2012
96682,36,Completed,0.28851,0.2499,D,Taxes,AL,Analyst,Employed,"$100,000+",12083.333333,4000,2012-05-07,159.02,2012
96708,12,Completed,0.19414,0.119,B,Other,NY,Analyst,Employed,"$50,000-74,999",4333.333333,1950,2010-11-23,173.16,2010
96709,36,Completed,0.35699,0.33,HR,Home Improvement,MI,Laborer,Full-time,"$1-24,999",1840.0,1500,2010-03-16,61.92,2010
96723,60,Completed,0.28848,0.2624,D,Debt Consolidation,SC,Professional,Employed,"$75,000-99,999",7144.0,13000,2013-02-19,391.08,2013
96733,60,Completed,0.23477,0.2151,B,Debt Consolidation,MD,Police Officer/Correction Officer,Employed,"$75,000-99,999",7500.0,15000,2012-01-06,410.12,2012
96736,36,Completed,0.11296,0.092,A,Debt Consolidation,NJ,Other,Full-time,"$100,000+",13333.333333,6000,2010-05-06,191.36,2010
96740,36,Completed,0.25278,0.23,E,Debt Consolidation,FL,Computer Programmer,Full-time,"$75,000-99,999",7166.666667,1750,2009-09-08,67.74,2009
96742,60,Completed,0.32958,0.3049,D,Debt Consolidation,TX,Principal,Self-employed,"$50,000-74,999",5916.666667,10000,2011-08-29,326.55,2011
96745,36,non-remittance,0.22135,0.199,C,Home Improvement,NY,Other,Full-time,"$75,000-99,999",6666.666667,2500,2010-03-17,92.78,2010
96747,36,Completed,0.22872,0.1949,C,Debt Consolidation,MD,Professor,Employed,"$75,000-99,999",6500.0,8000,2011-05-12,295.23,2011
96748,60,non-remittance,0.20358,0.1845,B,Business,MD,Computer Programmer,Employed,"$100,000+",13916.666667,15000,2012-01-24,384.58,2012
96756,36,Completed,0.11766,0.0899,A,Home Improvement,MI,Civil Service,Employed,"$50,000-74,999",4894.583333,8000,2012-02-16,254.36,2012
96761,36,Completed,0.2951,0.2599,D,Debt Consolidation,PA,Professional,Employed,"$75,000-99,999",7958.333333,8107,2011-05-09,326.59,2011
96762,12,Completed,0.18526,0.1279,B,Large Purchases,TX,Accountant/CPA,Employed,"$50,000-74,999",5416.666667,2500,2012-09-18,209.48,2012
96763,36,Completed,0.35643,0.3199,HR,Debt Consolidation,CA,Other,Full-time,"$25,000-49,999",4150.0,2000,2011-03-21,87.1,2011
96782,36,Completed,0.2837,0.2452,D,Other,TN,Other,Employed,"$25,000-49,999",2250.0,10000,2012-02-29,395.06,2012
96783,36,Completed,0.35797,0.3177,HR,Debt Consolidation,RI,Sales - Commission,Employed,"$75,000-99,999",6250.0,3000,2012-05-21,130.28,2012
96787,36,non-remittance,0.29588,0.2725,D,Debt Consolidation,TN,Administrative Assistant,Full-time,"$25,000-49,999",2500.0,5000,2010-04-30,204.8,2010
