Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
36,Completed,0.11448,0.0935,A,Home Improvement,CA,Teacher,Full-time,"$50,000-74,999",4583.333333,8200,2010-01-06,262.1,2010
36,Completed,0.21517,0.1929,C,Other,OH,Analyst,Full-time,"$25,000-49,999",3333.333333,2300,2009-11-23,84.65,2009
36,Completed,0.25494,0.2171,C,Debt Consolidation,KS,Other,Other,"$25,000-49,999",2695.666667,2000,2011-11-30,76.08,2011
36,Completed,0.15324,0.1249,A,Debt Consolidation,CA,Other,Employed,"$50,000-74,999",5833.333333,2000,2013-11-07,66.9,2013
36,Completed,0.35797,0.3177,HR,Vacation,PA,Other,Employed,"$50,000-74,999",5833.333333,4000,2012-02-24,173.71,2012
36,Completed,0.35643,0.3199,E,Other,MI,Skilled Labor,Employed,"$75,000-99,999",6250.0,7500,2011-09-30,326.62,2011
36,Completed,0.2878,0.2492,D,Debt Consolidation,MN,Professional,Employed,"$50,000-74,999",6166.666667,3500,2012-12-10,139.01,2012
60,Completed,0.22283,0.1984,C,Taxes,PA,Computer Programmer,Employed,"$75,000-99,999",6416.666667,10000,2013-04-24,264.05,2013
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,AL,Medical Technician,Employed,"$50,000-74,999",4166.666667,4000,2011-12-12,173.71,2011
60,Completed,0.20436,0.1899,B,Debt Consolidation,GA,Other,Employed,"$50,000-74,999",4583.333333,10000,2011-07-05,259.35,2011
36,Completed,0.26545,0.2425,D,Other,CA,Military Enlisted,Full-time,"$75,000-99,999",7507.0,1750,2010-01-29,68.89,2010
36,non-remittance,0.35285,0.3127,HR,Household Expenses,WI,Laborer,Employed,"$1-24,999",233.333333,2000,2012-01-03,86.3,2012
36,Completed,0.1322,0.111,A,Home Improvement,AR,Other,Employed,"$75,000-99,999",7916.666667,20000,2011-11-07,655.72,2011
36,Completed,0.19921,0.1626,B,Debt Consolidation,AZ,Other,Employed,"$100,000+",8333.333333,4000,2012-06-29,141.14,2012
36,non-remittance,0.37733,0.35,HR,Business,HI,Professional,Full-time,"$25,000-49,999",2916.666667,1500,2009-12-07,67.85,2009
36,non-remittance,0.34621,0.3099,E,Debt Consolidation,MD,Medical Technician,Employed,"$25,000-49,999",3833.333333,6500,2011-05-26,279.47,2011
12,Completed,0.26478,0.1863,D,Taxes,FL,Doctor,Employed,"$100,000+",16666.666667,15000,2013-02-21,1379.7,2013
60,Completed,0.20081,0.1769,B,Debt Consolidation,SC,Analyst,Employed,"$100,000+",10000.0,16000,2013-02-15,403.6,2013
36,Completed,0.12691,0.099,A,Debt Consolidation,HI,Clerical,Employed,"$25,000-49,999",3333.333333,6080,2013-12-12,195.9,2013
36,non-remittance,0.35285,0.3127,HR,Taxes,OH,Civil Service,Employed,"$50,000-74,999",4583.333333,4000,2012-01-05,172.6,2012
36,non-remittance,0.2951,0.2599,D,Other,NJ,Other,Employed,"$25,000-49,999",3750.0,3500,2011-11-02,141.0,2011
60,Completed,0.27462,0.2489,C,Auto,CA,Psychologist,Employed,"$75,000-99,999",7583.333333,15000,2012-06-13,439.3,2012
36,Completed,0.38058,0.3435,E,Debt Consolidation,VA,Professional,Employed,"$100,000+",8333.333333,2000,2010-09-27,89.74,2010
36,non-remittance,0.35797,0.3177,HR,Other,KS,Retail Management,Employed,"$25,000-49,999",3250.0,4000,2012-10-30,173.71,2012
36,Completed,0.30182,0.2625,D,Debt Consolidation,MI,Other,Full-time,"$25,000-49,999",2622.75,1000,2010-07-19,40.42,2010
36,Completed,0.36539,0.341,E,Debt Consolidation,MO,Administrative Assistant,Full-time,"$1-24,999",1516.666667,2000,2010-06-14,89.46,2010
36,Completed,0.16653,0.1449,B,Other,MO,Professional,Employed,"$50,000-74,999",5900.0,12000,2011-02-02,412.99,2011
36,Completed,0.09837,0.0849,AA,Other,TN,Accountant/CPA,Employed,"$50,000-74,999",5490.0,3000,2013-03-19,94.69,2013
36,Completed,0.09794,0.0945,AA,Home Improvement,CA,Other,Retired,"$25,000-49,999",2894.0,7500,2010-06-29,240.07,2010
36,Completed,0.2974,0.274,D,Debt Consolidation,CT,Sales - Retail,Full-time,"$75,000-99,999",7500.0,5000,2010-02-09,192.28,2010
36,Completed,0.11296,0.092,A,Debt Consolidation,WY,Professional,Full-time,"$50,000-74,999",5900.083333,5500,2010-07-16,175.41,2010
36,Completed,0.38723,0.35,HR,Debt Consolidation,MO,Laborer,Employed,"$25,000-49,999",2500.0,4000,2010-12-01,177.78,2010
36,non-remittance,0.22237,0.2,HR,Auto,WA,Food Service,Full-time,"$1-24,999",1833.333333,4750,2009-11-12,176.53,2009
36,Completed,0.21434,0.1774,C,Debt Consolidation,TX,Teacher,Employed,"$50,000-74,999",4766.666667,10500,2013-01-02,378.23,2013
36,Completed,0.27285,0.2346,D,Debt Consolidation,CA,Sales - Commission,Employed,"$50,000-74,999",6175.0,15000,2013-06-12,584.25,2013
36,non-remittance,0.22135,0.199,C,Home Improvement,FL,Other,Full-time,"$100,000+",45833.333333,3500,2010-02-26,129.89,2010
36,non-remittance,0.25781,0.2199,D,Debt Consolidation,MO,Other,Other,"$1-24,999",1250.0,4000,2012-08-30,152.74,2012
60,non-remittance,0.22283,0.1984,C,Other,FL,Other,Employed,"$1-24,999",2000.0,4000,2013-05-06,105.62,2013
36,Completed,0.18173,0.1599,B,Debt Consolidation,MI,Other,Employed,"$50,000-74,999",4166.666667,3500,2011-06-15,123.03,2011
36,Completed,0.35654,0.32,HR,Debt Consolidation,MT,Other,Full-time,"$25,000-49,999",3333.333333,3000,2010-09-08,130.66,2010
60,Completed,0.20705,0.183,B,Debt Consolidation,MN,Professional,Employed,"$50,000-74,999",4166.666667,5300,2012-04-24,135.45,2012
36,Completed,0.2952,0.26,E,Debt Consolidation,OH,Other,Employed,"$25,000-49,999",2416.666667,3500,2010-10-29,141.02,2010
12,non-remittance,0.23422,0.1563,C,Household Expenses,OH,Laborer,Employed,"$25,000-49,999",3583.333333,2500,2012-11-29,226.39,2012
36,Completed,0.23898,0.2015,C,Debt Consolidation,FL,Professional,Employed,"$100,000+",8904.416667,15000,2013-09-13,558.6,2013
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,CA,Laborer,Employed,"$1-24,999",1073.5,4000,2011-08-23,174.2,2011
36,Completed,0.33097,0.295,D,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",3500.0,5000,2011-01-12,210.89,2011
36,Completed,0.39153,0.35,E,Home Improvement,MI,Police Officer/Correction Officer,Retired,"$25,000-49,999",3416.666667,1000,2009-09-02,45.24,2009
36,Completed,0.11296,0.092,A,Debt Consolidation,OH,Tradesman - Electrician,Full-time,"$50,000-74,999",5000.0,6000,2010-04-27,0.0,2010
36,Completed,0.22742,0.1902,C,Medical/Dental,MN,Retail Management,Employed,"$25,000-49,999",4125.0,3100,2012-06-27,113.67,2012
36,Completed,0.14328,0.1151,A,Debt Consolidation,MO,Other,Employed,"$50,000-74,999",4833.333333,7000,2012-07-19,230.87,2012
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,CA,Other,Other,"$25,000-49,999",2647.416667,2500,2011-04-14,108.87,2011
36,Completed,0.20504,0.1829,HR,Auto,OH,Laborer,Full-time,"$50,000-74,999",5000.0,2500,2009-11-18,90.75,2009
36,Completed,0.35797,0.3177,HR,Large Purchases,CT,Other,Self-employed,"$1-24,999",1822.0,4000,2012-06-22,173.71,2012
36,Completed,0.13524,0.114,A,Debt Consolidation,MS,Sales - Commission,Full-time,"$75,000-99,999",7333.333333,8300,2009-11-09,273.31,2009
60,non-remittance,0.35838,0.3304,E,Large Purchases,SD,Other,Self-employed,"$100,000+",25000.0,4000,2012-03-15,136.98,2012
36,Completed,0.24974,0.227,C,Auto,CA,Sales - Retail,Part-time,"$1-24,999",779.0,2000,2009-09-02,77.11,2009
36,Completed,0.35132,0.3149,E,Debt Consolidation,CT,Executive,Employed,"$100,000+",16833.333333,7000,2011-11-21,302.9,2011
36,non-remittance,0.35797,0.3177,HR,Home Improvement,OH,Truck Driver,Employed,"$50,000-74,999",5166.666667,4000,2012-06-29,173.71,2012
60,Completed,0.24682,0.2218,C,Debt Consolidation,MD,Other,Employed,"$50,000-74,999",5416.666667,18500,2012-07-31,512.85,2012
36,Completed,0.202,0.1799,B,Other,WA,Food Service,Employed,"$25,000-49,999",3239.916667,2000,2011-10-20,72.29,2011
36,non-remittance,0.35423,0.33,HR,Debt Consolidation,AL,Sales - Commission,Full-time,"$25,000-49,999",3500.0,2000,2010-05-03,88.22,2010
36,non-remittance,0.33097,0.295,D,Debt Consolidation,MD,Nurse (RN),Employed,"$75,000-99,999",7500.0,3500,2010-12-13,147.62,2010
36,Completed,0.13524,0.114,A,Debt Consolidation,CA,Fireman,Full-time,"$100,000+",8333.333333,9000,2009-11-12,296.36,2009
60,Completed,0.25625,0.231,D,Debt Consolidation,CO,Engineer - Chemical,Employed,"$100,000+",9700.0,15000,2013-10-04,423.72,2013
36,Completed,0.22108,0.184,C,Large Purchases,CA,Nurse (RN),Employed,"$50,000-74,999",6000.0,20000,2014-01-13,727.07,2014
36,Completed,0.29265,0.2575,D,Other,OK,Other,Full-time,"$25,000-49,999",2387.5,2000,2010-08-17,80.32,2010
60,Completed,0.22283,0.1984,C,Debt Consolidation,MI,Sales - Commission,Employed,"$50,000-74,999",5833.333333,10000,2013-07-25,264.05,2013
36,Completed,0.35797,0.3177,HR,Home Improvement,GA,Administrative Assistant,Employed,"$25,000-49,999",3333.333333,2000,2012-08-23,86.85,2012
36,Completed,0.12528,0.0974,A,Business,VA,Police Officer/Correction Officer,Employed,"$75,000-99,999",8000.0,25000,2012-08-27,803.63,2012
36,non-remittance,0.35394,0.327,HR,Business,GA,Other,Self-employed,"$25,000-49,999",2500.0,1500,2010-06-17,65.92,2010
60,non-remittance,0.35365,0.3258,E,Debt Consolidation,GA,Retail Management,Employed,"$25,000-49,999",3333.333333,3000,2012-09-10,101.87,2012
60,Completed,0.27462,0.2489,C,Other,CO,Retail Management,Employed,"$50,000-74,999",5000.0,6000,2012-05-04,175.72,2012
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,KY,Accountant/CPA,Employed,"$25,000-49,999",3333.333333,5000,2011-06-20,217.74,2011
36,Completed,0.06888,0.0655,AA,Other,CA,Professional,Employed,"$100,000+",9166.666667,25000,2011-01-26,766.79,2011
36,Completed,0.13524,0.114,A,Debt Consolidation,TX,Analyst,Full-time,"$50,000-74,999",4983.333333,14500,2009-11-27,477.46,2009
60,Completed,0.29371,0.2699,D,Debt Consolidation,MI,Skilled Labor,Employed,"$50,000-74,999",6041.666667,14000,2011-05-25,427.41,2011
36,Completed,0.30532,0.2699,D,Other,NC,Truck Driver,Employed,"$50,000-74,999",5833.333333,2000,2011-02-03,81.64,2011
36,Completed,0.2974,0.274,D,Debt Consolidation,CA,Other,Full-time,"$25,000-49,999",2666.666667,6000,2009-12-31,246.24,2009
36,Completed,0.19645,0.1599,B,Debt Consolidation,TX,Professional,Employed,"$100,000+",11416.666667,9500,2013-07-26,333.94,2013
36,Completed,0.35797,0.3177,HR,Household Expenses,NY,Other,Not employed,Not employed,0.0,4000,2012-06-21,173.71,2012
36,Completed,0.35797,0.3177,HR,Debt Consolidation,VA,Executive,Employed,"$50,000-74,999",5833.333333,4000,2012-06-04,173.71,2012
36,Completed,0.34621,0.3099,E,Debt Consolidation,CA,Nurse (LPN),Full-time,"$25,000-49,999",3859.0,2000,2011-08-04,85.99,2011
60,non-remittance,0.20358,0.1845,B,Home Improvement,FL,Teacher,Employed,"$25,000-49,999",3166.666667,15000,2012-03-06,384.58,2012
36,Completed,0.15324,0.1249,A,Debt Consolidation,MD,Professional,Self-employed,"$25,000-49,999",2083.333333,4000,2013-01-23,133.8,2013
36,Completed,0.26681,0.2287,D,Debt Consolidation,CT,Computer Programmer,Employed,"$75,000-99,999",7208.333333,3500,2012-02-27,135.25,2012
36,Completed,0.34621,0.3099,E,Debt Consolidation,MI,Other,Full-time,"$25,000-49,999",2184.0,2500,2011-07-28,107.49,2011
12,Completed,0.07371,0.0643,AA,Debt Consolidation,FL,Professional,Employed,"$75,000-99,999",6416.666667,4000,2012-11-28,0.0,2012
60,non-remittance,0.2893,0.2632,D,Debt Consolidation,OH,Nurse's Aide,Employed,"$25,000-49,999",2500.0,2000,2012-10-02,60.26,2012
36,Completed,0.31053,0.275,D,Other,MO,Clerical,Employed,"$25,000-49,999",3125.0,3500,2010-09-21,143.83,2010
36,Completed,0.17322,0.1515,B,Debt Consolidation,VA,Other,Employed,"$50,000-74,999",5000.0,15000,2010-10-19,521.08,2010
36,non-remittance,0.35797,0.3177,HR,Taxes,NY,Administrative Assistant,Employed,"$50,000-74,999",5133.333333,4000,2012-10-03,173.71,2012
36,Completed,0.32538,0.2859,E,Debt Consolidation,MA,Professional,Employed,"$75,000-99,999",8250.0,4000,2013-06-05,166.73,2013
60,Completed,0.24282,0.2179,C,Debt Consolidation,FL,Attorney,Employed,"$50,000-74,999",5000.0,10000,2013-03-15,275.0,2013
36,Completed,0.30532,0.2699,D,Business,CO,Clerical,Employed,"$25,000-49,999",2083.333333,10000,2011-09-27,408.2,2011
36,Completed,0.31053,0.275,D,Business,GA,Analyst,Employed,"$25,000-49,999",3466.666667,2000,2010-08-17,82.19,2010
60,non-remittance,0.20358,0.1845,B,Debt Consolidation,MD,Other,Employed,"$100,000+",8408.666667,11000,2012-02-28,282.03,2012
36,Completed,0.35797,0.3177,HR,Business,OH,Civil Service,Employed,"$100,000+",8833.333333,4000,2012-04-04,173.71,2012
36,Completed,0.12541,0.09,A,Other,IN,Professional,Full-time,"$25,000-49,999",3333.333333,1000,2009-10-13,31.8,2009
36,Completed,0.37453,0.35,E,Other,MA,Nurse (RN),Full-time,"$50,000-74,999",5166.666667,2000,2009-09-09,90.47,2009
36,Completed,0.11296,0.092,A,Other,MO,Professional,Full-time,"$25,000-49,999",2750.0,5000,2010-05-26,159.46,2010
60,Completed,0.31375,0.287,D,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",3333.333333,12000,2012-07-03,378.71,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,MS,Skilled Labor,Employed,"$75,000-99,999",6250.0,2500,2011-07-11,102.05,2011
36,Completed,0.32576,0.2899,E,Debt Consolidation,OH,Other,Employed,"$50,000-74,999",5083.333333,2000,2011-03-18,83.8,2011
36,Completed,0.31053,0.275,D,Debt Consolidation,GA,Other,Self-employed,"$50,000-74,999",4166.666667,5000,2010-10-19,205.47,2010
36,Completed,0.202,0.1799,B,Other,AL,Other,Employed,"$50,000-74,999",5833.333333,5000,2011-08-29,180.74,2011
36,Completed,0.2951,0.2599,D,Other,NC,Other,Employed,"$25,000-49,999",2750.0,2500,2011-10-24,100.71,2011
60,Completed,0.20358,0.1845,B,Debt Consolidation,NC,Postal Service,Full-time,"$75,000-99,999",7333.333333,6000,2012-02-22,153.83,2012
36,Completed,0.17069,0.149,B,Home Improvement,LA,Other,Employed,"$75,000-99,999",6500.0,5000,2010-12-03,173.08,2010
36,Completed,0.17271,0.151,B,Student Use,NY,Nurse (RN),Full-time,"$75,000-99,999",7250.0,2400,2009-11-04,83.31,2009
36,non-remittance,0.35132,0.3149,E,Other,WV,Sales - Retail,Employed,"$1-24,999",1500.0,2000,2011-11-14,86.54,2011
36,Completed,0.38058,0.3435,E,Debt Consolidation,FL,Other,Employed,"$50,000-74,999",4333.333333,3500,2010-10-26,157.04,2010
36,Completed,0.17359,0.1449,B,Other,WI,Other,Employed,"$25,000-49,999",2250.0,6500,2012-03-21,223.7,2012
36,non-remittance,0.37453,0.35,HR,Debt Consolidation,MO,Other,Full-time,"$25,000-49,999",2158.333333,4000,2010-05-11,180.94,2010
36,Completed,0.34621,0.3099,E,Business,CA,Other,Employed,"$50,000-74,999",5416.666667,7500,2011-06-10,322.47,2011
36,Completed,0.36275,0.3384,HR,Business,GA,Truck Driver,Full-time,"$75,000-99,999",7500.0,4500,2010-07-09,200.62,2010
36,Completed,0.13271,0.1115,A,Debt Consolidation,WA,Administrative Assistant,Employed,"$50,000-74,999",4250.0,15000,2010-10-13,492.15,2010
36,Completed,0.35797,0.3177,HR,Vacation,MI,Nurse (LPN),Employed,"$25,000-49,999",3482.166667,3500,2012-07-31,151.99,2012
36,Completed,0.37453,0.35,HR,Other,FL,Medical Technician,Part-time,"$25,000-49,999",2083.333333,4000,2010-01-21,180.94,2010
36,Completed,0.34621,0.3099,E,Auto,IL,Executive,Employed,"$75,000-99,999",7916.666667,7500,2011-07-13,322.47,2011
36,Completed,0.19546,0.1664,B,Debt Consolidation,PA,Other,Employed,"$50,000-74,999",5000.0,7000,2011-12-16,248.32,2011
36,Completed,0.15398,0.1325,A,Business,GA,Professional,Self-employed,"$100,000+",8750.0,6900,2009-12-23,233.32,2009
36,non-remittance,0.30532,0.2699,D,Debt Consolidation,FL,Computer Programmer,Employed,"$75,000-99,999",6291.666667,10000,2011-09-28,408.2,2011
36,Completed,0.16005,0.1385,B,Debt Consolidation,LA,Police Officer/Correction Officer,Full-time,"$50,000-74,999",4166.666667,6000,2010-07-21,204.63,2010
36,Completed,0.31032,0.2712,E,Debt Consolidation,WA,Administrative Assistant,Employed,"$25,000-49,999",3416.666667,4000,2013-02-27,163.56,2013
36,Completed,0.22362,0.1899,C,Debt Consolidation,CA,Sales - Retail,Employed,"$75,000-99,999",6708.333333,15000,2011-07-22,549.76,2011
36,Completed,0.20461,0.18,C,Debt Consolidation,TX,Teacher,Full-time,"$50,000-74,999",4416.666667,1500,2009-11-27,54.23,2009
36,Completed,0.20572,0.1686,C,Other,DC,Teacher,Full-time,"$25,000-49,999",2394.0,1000,2010-03-10,35.58,2010
36,Completed,0.15833,0.1299,A,Debt Consolidation,CT,Other,Employed,"$75,000-99,999",7500.0,2000,2013-08-28,67.38,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,NY,Sales - Retail,Employed,"$1-24,999",1000.0,2320,2012-09-17,100.75,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,GA,Other,Employed,"$50,000-74,999",4416.666667,7500,2011-02-08,306.15,2011
36,non-remittance,0.37699,0.34,HR,Other,MO,Teacher,Full-time,"$25,000-49,999",3500.0,2000,2010-08-11,89.34,2010
36,non-remittance,0.2951,0.2599,D,Debt Consolidation,CA,Medical Technician,Employed,"$50,000-74,999",4416.666667,7000,2011-06-02,282.0,2011
36,Completed,0.22372,0.19,D,Debt Consolidation,OH,Other,Self-employed,"$75,000-99,999",6416.666667,4000,2010-10-19,146.62,2010
36,Completed,0.11296,0.092,A,Debt Consolidation,FL,Military Enlisted,Full-time,"$50,000-74,999",4750.0,6500,2010-06-30,207.3,2010
36,Completed,0.35132,0.3149,E,Debt Consolidation,CA,Clerical,Employed,"$50,000-74,999",4916.666667,7500,2011-10-27,324.54,2011
36,Completed,0.35797,0.3177,HR,Home Improvement,VA,Civil Service,Employed,"$75,000-99,999",7045.833333,4000,2012-11-08,173.71,2012
36,Completed,0.35356,0.3134,HR,Debt Consolidation,FL,Other,Employed,"$1-24,999",1440.0,4000,2013-08-29,172.76,2013
36,Completed,0.08829,0.0749,AA,Boat,MN,Other,Employed,"$50,000-74,999",4583.333333,7000,2012-07-10,217.71,2012
36,Completed,0.08381,0.0804,AA,Auto,GA,Fireman,Full-time,"$25,000-49,999",3166.666667,4000,2012-01-06,125.42,2012
36,Completed,0.2974,0.274,D,Debt Consolidation,TX,Engineer - Electrical,Full-time,"$100,000+",11166.666667,8000,2010-01-13,328.32,2010
36,Completed,0.13068,0.1095,A,Debt Consolidation,WA,Accountant/CPA,Employed,"$100,000+",9166.666667,15000,2011-01-12,490.73,2011
36,Completed,0.2897,0.2638,D,Home Improvement,MN,Laborer,Full-time,"$25,000-49,999",2333.333333,1500,2010-06-22,60.74,2010
36,Completed,0.33097,0.295,D,Other,NY,Administrative Assistant,Employed,"$100,000+",8333.333333,2500,2010-12-02,105.45,2010
36,Completed,0.35356,0.3134,HR,Household Expenses,TX,Other,Not employed,Not employed,0.0,4000,2013-06-03,172.76,2013
36,Completed,0.12916,0.108,A,Debt Consolidation,NY,Computer Programmer,Full-time,"$50,000-74,999",6000.0,3400,2010-09-08,110.99,2010
36,Completed,0.09643,0.093,AA,Debt Consolidation,IL,Retail Management,Full-time,"$25,000-49,999",3750.0,8000,2010-04-06,255.52,2010
36,Completed,0.19921,0.1626,B,Debt Consolidation,NE,Sales - Commission,Employed,"$25,000-49,999",2500.0,2000,2012-07-06,70.57,2012
36,Completed,0.20331,0.17,D,Debt Consolidation,MT,Postal Service,Full-time,"$50,000-74,999",4333.333333,1800,2010-11-12,64.17,2010
36,Completed,0.31053,0.275,D,Debt Consolidation,MT,Professional,Full-time,"$50,000-74,999",5008.333333,9000,2010-09-08,369.85,2010
36,Completed,0.09293,0.0895,AA,Debt Consolidation,FL,Other,Full-time,"$100,000+",8333.333333,3000,2009-10-30,95.33,2009
60,Completed,0.22693,0.2024,C,Debt Consolidation,FL,Computer Programmer,Employed,"$100,000+",12083.333333,25000,2013-06-20,665.69,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,CA,Nurse (LPN),Employed,"$50,000-74,999",5333.333333,4000,2012-02-10,173.71,2012
60,Completed,0.26528,0.2398,C,Home Improvement,CO,Clerical,Employed,"$25,000-49,999",2500.0,13500,2012-10-31,388.21,2012
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,CA,Military Officer,Employed,"$25,000-49,999",2828.333333,3000,2012-05-02,130.28,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,NJ,Accountant/CPA,Employed,"$75,000-99,999",6833.333333,5000,2011-02-08,204.1,2011
36,Completed,0.283,0.2598,E,Other,OR,Clerical,Full-time,"$25,000-49,999",3146.0,1800,2010-04-27,72.5,2010
36,Completed,0.35643,0.3199,E,Debt Consolidation,MI,Sales - Commission,Employed,"$50,000-74,999",6000.0,7000,2011-07-26,304.84,2011
36,Completed,0.12461,0.1035,A,Other,WI,Skilled Labor,Full-time,"$25,000-49,999",3750.0,3500,2009-12-17,113.51,2009
36,Completed,0.30285,0.2639,E,Medical/Dental,AL,Skilled Labor,Employed,"$50,000-74,999",5166.666667,3500,2013-03-12,141.75,2013
12,Completed,0.05927,0.0499,AA,Other,CA,Engineer - Mechanical,Employed,"$50,000-74,999",5416.666667,5000,2011-03-08,428.01,2011
36,Completed,0.13625,0.115,A,Home Improvement,OR,Professional,Full-time,"$75,000-99,999",6250.0,5990,2009-09-16,197.53,2009
36,Completed,0.24246,0.2049,C,Auto,FL,Retail Management,Employed,"$50,000-74,999",5416.666667,6000,2012-02-28,224.48,2012
60,Completed,0.24763,0.2249,C,Debt Consolidation,NJ,Realtor,Employed,"$25,000-49,999",2500.0,9600,2011-04-19,267.82,2011
36,non-remittance,0.23117,0.2011,E,Home Improvement,OK,Professional,Full-time,"$25,000-49,999",3791.666667,1250,2009-11-16,46.52,2009
36,Completed,0.28339,0.2449,D,Debt Consolidation,CO,Analyst,Employed,"$50,000-74,999",5166.666667,15000,2012-08-24,592.36,2012
36,Completed,0.26855,0.2304,D,Debt Consolidation,MI,Sales - Retail,Self-employed,"$25,000-49,999",3833.333333,10000,2013-12-12,387.31,2013
36,Completed,0.11448,0.0935,A,Debt Consolidation,CT,Scientist,Full-time,"$50,000-74,999",5406.75,8000,2010-01-25,255.7,2010
36,Completed,0.12106,0.1,A,Debt Consolidation,GA,Professional,Full-time,"$50,000-74,999",5916.666667,12000,2009-08-11,387.21,2009
36,Completed,0.25259,0.2148,C,Other,RI,Other,Employed,"$100,000+",9166.666667,2000,2012-05-16,75.84,2012
36,non-remittance,0.33342,0.3095,HR,Debt Consolidation,MD,Administrative Assistant,Full-time,"$25,000-49,999",2250.0,2000,2010-04-23,85.95,2010
60,Completed,0.12716,0.1049,A,Debt Consolidation,MO,Professional,Employed,"$100,000+",12500.0,8750,2013-08-26,188.03,2013
36,Completed,0.25424,0.2199,D,Debt Consolidation,MN,Other,Full-time,"$50,000-74,999",4500.0,7500,2011-02-23,286.39,2011
36,Completed,0.26681,0.2287,D,Debt Consolidation,NJ,Nurse's Aide,Employed,"$25,000-49,999",2125.0,6000,2012-06-01,231.85,2012
60,Completed,0.23277,0.2081,C,Debt Consolidation,MI,Other,Not employed,Not employed,0.0,9000,2012-10-31,242.52,2012
36,Completed,0.28777,0.2645,D,Debt Consolidation,VA,Professional,Full-time,"$25,000-49,999",3833.333333,7000,2009-11-25,283.72,2009
36,Completed,0.33973,0.2999,E,Home Improvement,ID,Computer Programmer,Self-employed,"$100,000+",10000.0,4000,2012-05-11,169.78,2012
36,Completed,0.11464,0.0913,A,Debt Consolidation,NY,Sales - Commission,Full-time,"$1-24,999",1750.0,1500,2010-04-26,47.79,2010
12,non-remittance,0.17969,0.1224,B,Cosmetic Procedure,IN,Skilled Labor,Employed,"$75,000-99,999",7916.666667,7500,2012-06-05,667.21,2012
36,Completed,0.20462,0.1679,B,Debt Consolidation,MD,Analyst,Employed,"$50,000-74,999",6239.333333,7000,2012-08-01,248.84,2012
36,Completed,0.37453,0.35,HR,Debt Consolidation,NC,Other,Full-time,"$50,000-74,999",4250.0,3000,2010-07-19,127.77,2010
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,IN,Skilled Labor,Employed,"$25,000-49,999",2600.0,4000,2011-04-18,174.2,2011
36,Completed,0.124,0.1029,A,Other,GA,Analyst,Full-time,"$50,000-74,999",5067.166667,8000,2011-07-28,259.23,2011
36,non-remittance,0.34621,0.3099,E,Home Improvement,MN,Professional,Employed,"$25,000-49,999",3986.666667,7000,2011-06-21,300.97,2011
36,Completed,0.15144,0.13,A,Student Use,UT,Student - College Senior,Part-time,"$1-24,999",967.333333,2500,2009-12-30,84.23,2009
36,Completed,0.2832,0.26,HR,Debt Consolidation,LA,Military Officer,Full-time,"$50,000-74,999",4666.666667,4000,2010-03-25,161.16,2010
60,non-remittance,0.15936,0.1364,A,Other,MN,Laborer,Employed,"$25,000-49,999",2083.333333,7000,2012-08-21,161.57,2012
36,Completed,0.24246,0.2049,C,Business,FL,Other,Other,"$1-24,999",1625.0,4000,2012-02-16,149.65,2012
36,Completed,0.39153,0.35,E,Student Use,WA,Military Enlisted,Full-time,"$25,000-49,999",3333.333333,1000,2009-08-18,45.24,2009
36,Completed,0.35797,0.3177,HR,Home Improvement,UT,Sales - Commission,Self-employed,"$100,000+",8333.333333,4000,2012-03-27,173.71,2012
60,Completed,0.25861,0.2333,C,Debt Consolidation,KS,Police Officer/Correction Officer,Employed,"$50,000-74,999",5416.666667,15000,2012-11-26,425.71,2012
36,Completed,0.10436,0.0835,A,Debt Consolidation,GA,Professional,Full-time,"$25,000-49,999",2916.666667,6500,2010-01-27,204.74,2010
36,Completed,0.35797,0.3177,HR,Debt Consolidation,TX,Professional,Employed,"$100,000+",12083.333333,2000,2012-02-10,86.85,2012
36,Completed,0.20321,0.1699,C,Other,NE,Analyst,Full-time,"$50,000-74,999",4166.666667,5000,2011-03-08,178.24,2011
36,Completed,0.31258,0.273,D,Business,OR,Other,Self-employed,"$1-24,999",1708.333333,1000,2009-12-30,40.99,2009
36,Completed,0.38058,0.3435,E,Other,OH,Clerical,Employed,"$25,000-49,999",2500.0,2500,2010-08-30,112.17,2010
12,Completed,0.07932,0.0699,AA,Debt Consolidation,CA,Nurse (RN),Employed,"$100,000+",10000.0,9000,2012-07-09,778.7,2012
36,non-remittance,0.28974,0.2511,D,Large Purchases,KS,Executive,Employed,"$25,000-49,999",3987.5,2000,2012-01-13,79.64,2012
